sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
2021-03-10,117.9498719,Northeast,PA,"Erie County, PA",42049
2021-03-10,87.98496997,Northeast,MA,"Essex County, MA",25009
2021-03-10,229.960731,Northeast,CT,"Fairfield County, CT",9001
2021-03-10,195.8984197,Northeast,PA,"Indiana County, PA",42063
2021-03-10,154.2235279,South,KY,"Jefferson County, KY",21111
2021-03-10,80.81167226,Midwest,IN,"Lake County, IN",18089
2021-03-10,238.3910991,South,FL,"Miami-Dade County, FL",12086
2021-03-10,89.57694678,Northeast,MA,"Middlesex County, MA",25017
2021-03-10,7.721525615,West,CA,"Monterey County, CA",6053
2021-03-10,28.48210488,Northeast,PA,"Montgomery County, PA",42091
2021-03-10,338.0225469,Northeast,MA,"Nantucket County, MA",25019
2021-03-10,345.6782759,Northeast,NY,"Nassau County, NY",36059
2021-03-10,66.31528807,South,FL,"Palm Beach County, FL",12099
2021-03-10,47.77516299,West,MT,"Park County, MT",30067
2021-03-10,29.68323985,West,CA,"Placer County, CA",6061
2021-03-10,55.93819618,US Territories,VI,"St. Croix Island, VI",78010
2021-03-10,23.68199779,US Territories,VI,"St. John Island, VI",78020
2021-03-10,66.95850347,US Territories,VI,"St. Thomas Island, VI",78030
2021-03-10,228.7104054,South,VA,"Stafford County, VA",51179
2021-03-10,312.704253,Northeast,MA,"Suffolk County, MA",25025
2021-03-10,147.0010586,Northeast,NJ,"Union County, NJ",34039
2021-03-17,73.53954856,West,CO,"Arapahoe County, CO",8005
2021-03-17,285.7653947,Northeast,MA,"Berkshire County, MA",25003
2021-03-17,27.08569298,West,NV,"Elko County, NV",32007
2021-03-17,100.6663024,Northeast,PA,"Erie County, PA",42049
2021-03-17,216.4163683,Northeast,MA,"Essex County, MA",25009
2021-03-17,55.15722972,Northeast,CT,"Fairfield County, CT",9001
2021-03-17,191.7122217,Northeast,PA,"Franklin County, PA",42055
2021-03-17,112.1363408,South,TN,"Hamilton County, TN",47065
2021-03-17,133.4868323,Northeast,PA,"Indiana County, PA",42063
2021-03-17,88.90449762,South,KY,"Jefferson County, KY",21111
2021-03-17,99.23365398,Midwest,IN,"Lake County, IN",18089
2021-03-17,145.9643853,South,FL,"Miami-Dade County, FL",12086
2021-03-17,71.11449868,Northeast,MA,"Middlesex County, MA",25017
2021-03-17,9.44338799,West,CA,"Monterey County, CA",6053
2021-03-17,575.4326985,Northeast,MA,"Nantucket County, MA",25019
2021-03-17,494.5339422,Northeast,NY,"Nassau County, NY",36059
2021-03-17,50.31177814,West,MT,"Park County, MT",30067
2021-03-17,28.73465054,West,CA,"Placer County, CA",6061
2021-03-17,51.87069678,US Territories,VI,"St. Croix Island, VI",78010
2021-03-17,8.736749268,US Territories,VI,"St. John Island, VI",78020
2021-03-17,38.18023642,US Territories,VI,"St. Thomas Island, VI",78030
2021-03-17,261.6714579,South,VA,"Stafford County, VA",51179
2021-03-17,342.4735919,Northeast,MA,"Suffolk County, MA",25025
2021-03-17,53.94222345,West,MT,"Teton County, MT",30099
2021-03-24,125.9977956,West,CO,"Arapahoe County, CO",8005
2021-03-24,176.2983523,Northeast,MA,"Berkshire County, MA",25003
2021-03-24,228.2952605,Northeast,PA,"Dauphin County, PA",42043
2021-03-24,37.41814799,West,NV,"Elko County, NV",32007
2021-03-24,189.9083031,Northeast,PA,"Erie County, PA",42049
2021-03-24,227.3121602,Northeast,MA,"Essex County, MA",25009
2021-03-24,142.5470833,Northeast,CT,"Fairfield County, CT",9001
2021-03-24,130.9753627,Northeast,MA,"Hampshire County, MA",25015
2021-03-24,180.1547826,Northeast,PA,"Indiana County, PA",42063
2021-03-24,70.71496096,South,KY,"Jefferson County, KY",21111
2021-03-24,84.4947844,Midwest,IN,"Lake County, IN",18089
2021-03-24,172.0657617,South,FL,"Miami-Dade County, FL",12086
2021-03-24,75.49343427,Northeast,MA,"Middlesex County, MA",25017
2021-03-24,18.27184549,West,CA,"Monterey County, CA",6053
2021-03-24,46.11451103,Northeast,PA,"Montgomery County, PA",42091
2021-03-24,614.2612701,Northeast,MA,"Nantucket County, MA",25019
2021-03-24,496.7259506,Northeast,NY,"Nassau County, NY",36059
2021-03-24,64.4589119,South,FL,"Palm Beach County, FL",12099
2021-03-24,73.95044801,West,MT,"Park County, MT",30067
2021-03-24,39.41537254,West,CA,"Placer County, CA",6061
2021-03-24,72.34915811,US Territories,VI,"St. Croix Island, VI",78010
2021-03-24,3.553458805,US Territories,VI,"St. John Island, VI",78020
2021-03-24,14.12185668,US Territories,VI,"St. Thomas Island, VI",78030
2021-03-24,303.1096109,South,VA,"Stafford County, VA",51179
2021-03-24,337.8712675,Northeast,MA,"Suffolk County, MA",25025
2021-03-24,246.954867,Northeast,NJ,"Union County, NJ",34039
2021-03-31,127.7401064,West,CO,"Arapahoe County, CO",8005
2021-03-31,153.423157,Northeast,MA,"Berkshire County, MA",25003
2021-03-31,30.43100264,West,NV,"Elko County, NV",32007
2021-03-31,275.4682434,Northeast,PA,"Erie County, PA",42049
2021-03-31,148.0847258,Northeast,MA,"Essex County, MA",25009
2021-03-31,548.0632944,Northeast,CT,"Fairfield County, CT",9001
2021-03-31,255.7562694,Northeast,PA,"Franklin County, PA",42055
2021-03-31,148.2721133,South,TN,"Hamilton County, TN",47065
2021-03-31,266.4731865,Northeast,PA,"Indiana County, PA",42063
2021-03-31,81.69137714,South,KY,"Jefferson County, KY",21111
2021-03-31,121.2101799,Midwest,IN,"Lake County, IN",18089
2021-03-31,231.2216718,South,FL,"Miami-Dade County, FL",12086
2021-03-31,76.78329022,Northeast,MA,"Middlesex County, MA",25017
2021-03-31,18.75772605,West,CA,"Monterey County, CA",6053
2021-03-31,667.8308111,Northeast,MA,"Nantucket County, MA",25019
2021-03-31,192.1283953,Northeast,NY,"Nassau County, NY",36059
2021-03-31,142.3863058,West,MT,"Park County, MT",30067
2021-03-31,46.37991541,West,CA,"Placer County, CA",6061
2021-03-31,61.98521135,US Territories,VI,"St. Croix Island, VI",78010
2021-03-31,4.204280228,US Territories,VI,"St. John Island, VI",78020
2021-03-31,39.14044925,US Territories,VI,"St. Thomas Island, VI",78030
2021-03-31,205.9954311,South,VA,"Stafford County, VA",51179
2021-03-31,326.1204813,Northeast,MA,"Suffolk County, MA",25025
2021-04-07,105.3464833,West,CO,"Arapahoe County, CO",8005
2021-04-07,252.2178386,Northeast,MA,"Berkshire County, MA",25003
2021-04-07,388.8579287,Northeast,PA,"Dauphin County, PA",42043
2021-04-07,25.69656094,West,NV,"Elko County, NV",32007
2021-04-07,158.2438564,Northeast,PA,"Erie County, PA",42049
2021-04-07,101.6762025,Northeast,MA,"Essex County, MA",25009
2021-04-07,484.5797633,Northeast,CT,"Fairfield County, CT",9001
2021-04-07,299.9098154,Northeast,PA,"Indiana County, PA",42063
2021-04-07,98.29136235,South,KY,"Jefferson County, KY",21111
2021-04-07,184.8047875,Midwest,IN,"Lake County, IN",18089
2021-04-07,223.6948613,South,FL,"Miami-Dade County, FL",12086
2021-04-07,75.95477889,Northeast,MA,"Middlesex County, MA",25017
2021-04-07,46.16270405,West,CA,"Monterey County, CA",6053
2021-04-07,66.92572662,Northeast,PA,"Montgomery County, PA",42091
2021-04-07,738.4061149,Northeast,MA,"Nantucket County, MA",25019
2021-04-07,90.90774038,Northeast,NY,"Nassau County, NY",36059
2021-04-07,67.28713432,South,FL,"Palm Beach County, FL",12099
2021-04-07,183.7734938,West,MT,"Park County, MT",30067
2021-04-07,39.74394369,West,CA,"Placer County, CA",6061
2021-04-07,31.09971963,US Territories,VI,"St. Croix Island, VI",78010
2021-04-07,1.515361239,US Territories,VI,"St. John Island, VI",78020
2021-04-07,114.1828535,US Territories,VI,"St. Thomas Island, VI",78030
2021-04-07,265.8172365,South,VA,"Stafford County, VA",51179
2021-04-07,325.3946035,Northeast,MA,"Suffolk County, MA",25025
2021-04-07,8.30800951,West,MT,"Teton County, MT",30099
2021-04-07,222.4049888,Northeast,NJ,"Union County, NJ",34039
2021-04-14,131.6946385,West,CO,"Arapahoe County, CO",8005
2021-04-14,138.6162733,Northeast,MA,"Berkshire County, MA",25003
2021-04-14,313.4387714,Northeast,PA,"Dauphin County, PA",42043
2021-04-14,51.651435,West,NV,"Elko County, NV",32007
2021-04-14,175.2288371,Northeast,PA,"Erie County, PA",42049
2021-04-14,64.84357614,Northeast,MA,"Essex County, MA",25009
2021-04-14,449.2567776,Northeast,CT,"Fairfield County, CT",9001
2021-04-14,114.2020327,South,TN,"Hamilton County, TN",47065
2021-04-14,151.9979956,Northeast,MA,"Hampshire County, MA",25015
2021-04-14,310.2196262,Northeast,PA,"Indiana County, PA",42063
2021-04-14,71.7690233,South,KY,"Jefferson County, KY",21111
2021-04-14,208.6209452,Midwest,IN,"Lake County, IN",18089
2021-04-14,168.3555844,South,FL,"Miami-Dade County, FL",12086
2021-04-14,87.69489981,Northeast,MA,"Middlesex County, MA",25017
2021-04-14,20.17771376,West,CA,"Monterey County, CA",6053
2021-04-14,232.8835986,West,MT,"Park County, MT",30067
2021-04-14,49.36126759,West,CA,"Placer County, CA",6061
2021-04-14,23.98848379,US Territories,VI,"St. Croix Island, VI",78010
2021-04-14,2.455519381,US Territories,VI,"St. John Island, VI",78020
2021-04-14,97.24884216,US Territories,VI,"St. Thomas Island, VI",78030
2021-04-14,365.6049799,South,VA,"Stafford County, VA",51179
2021-04-14,275.1833697,Northeast,MA,"Suffolk County, MA",25025
2021-04-21,159.9380604,West,CO,"Arapahoe County, CO",8005
2021-04-21,63.1380398,Northeast,MA,"Berkshire County, MA",25003
2021-04-21,224.9685509,Northeast,PA,"Dauphin County, PA",42043
2021-04-21,63.35118418,West,NV,"Elko County, NV",32007
2021-04-21,151.5133871,Northeast,PA,"Erie County, PA",42049
2021-04-21,53.31696573,Northeast,MA,"Essex County, MA",25009
2021-04-21,553.3248332,Northeast,CT,"Fairfield County, CT",9001
2021-04-21,81.89404248,Northeast,PA,"Franklin County, PA",42055
2021-04-21,232.8998407,Northeast,PA,"Indiana County, PA",42063
2021-04-21,75.20061629,South,KY,"Jefferson County, KY",21111
2021-04-21,199.4159448,Midwest,IN,"Lake County, IN",18089
2021-04-21,129.6932088,South,FL,"Miami-Dade County, FL",12086
2021-04-21,49.87689862,Northeast,MA,"Middlesex County, MA",25017
2021-04-21,4.315523874,West,CA,"Monterey County, CA",6053
2021-04-21,50.78658831,Northeast,PA,"Montgomery County, PA",42091
2021-04-21,447.7667326,Northeast,MA,"Nantucket County, MA",25019
2021-04-21,44.85165485,Northeast,NY,"Nassau County, NY",36059
2021-04-21,55.31261878,South,FL,"Palm Beach County, FL",12099
2021-04-21,314.5700451,West,MT,"Park County, MT",30067
2021-04-21,47.71261974,West,CA,"Placer County, CA",6061
2021-04-21,26.7397077,US Territories,VI,"St. Croix Island, VI",78010
2021-04-21,1.230934742,US Territories,VI,"St. John Island, VI",78020
2021-04-21,142.3931955,US Territories,VI,"St. Thomas Island, VI",78030
2021-04-21,345.1797596,South,VA,"Stafford County, VA",51179
2021-04-21,202.8550269,Northeast,MA,"Suffolk County, MA",25025
2021-04-21,142.3012522,Northeast,NJ,"Union County, NJ",34039
2021-04-28,133.6822885,West,CO,"Arapahoe County, CO",8005
2021-04-28,40.56286081,Northeast,MA,"Berkshire County, MA",25003
2021-04-28,236.6087948,Northeast,PA,"Dauphin County, PA",42043
2021-04-28,89.52991037,West,NV,"Elko County, NV",32007
2021-04-28,150.359485,Northeast,PA,"Erie County, PA",42049
2021-04-28,214.4951813,Northeast,CT,"Fairfield County, CT",9001
2021-04-28,137.5219174,Midwest,IN,"Hamilton County, IN",18057
2021-04-28,76.90241823,South,TN,"Hamilton County, TN",47065
2021-04-28,135.7757168,Northeast,PA,"Indiana County, PA",42063
2021-04-28,189.6683111,Midwest,IN,"Lake County, IN",18089
2021-04-28,128.3505361,South,FL,"Miami-Dade County, FL",12086
2021-04-28,33.38789558,Northeast,MA,"Middlesex County, MA",25017
2021-04-28,6.033405708,West,CA,"Monterey County, CA",6053
2021-04-28,266.9712357,Northeast,MA,"Nantucket County, MA",25019
2021-04-28,376.0315001,West,MT,"Park County, MT",30067
2021-04-28,34.84974961,West,CA,"Placer County, CA",6061
2021-04-28,60.47272907,South,TN,"Shelby County, TN",47157
2021-04-28,28.59400483,US Territories,VI,"St. Croix Island, VI",78010
2021-04-28,1.421115145,US Territories,VI,"St. John Island, VI",78020
2021-04-28,113.9677891,US Territories,VI,"St. Thomas Island, VI",78030
2021-04-28,177.2769889,South,VA,"Stafford County, VA",51179
2021-04-28,149.3661223,Northeast,MA,"Suffolk County, MA",25025
2021-04-28,196.0520819,West,MT,"Teton County, MT",30099
2021-05-05,93.17546486,West,CO,"Arapahoe County, CO",8005
2021-05-05,44.73826224,Northeast,MA,"Berkshire County, MA",25003
2021-05-05,233.8933336,Northeast,PA,"Dauphin County, PA",42043
2021-05-05,42.43724649,West,NV,"Elko County, NV",32007
2021-05-05,157.0115629,Northeast,PA,"Erie County, PA",42049
2021-05-05,71.14712927,Northeast,CT,"Fairfield County, CT",9001
2021-05-05,83.14673033,Midwest,IN,"Hamilton County, IN",18057
2021-05-05,30.4734381,South,TN,"Hamilton County, TN",47065
2021-05-05,217.5414049,Northeast,MA,"Hampshire County, MA",25015
2021-05-05,180.7099157,Northeast,PA,"Indiana County, PA",42063
2021-05-05,68.86390905,South,KY,"Jefferson County, KY",21111
2021-05-05,136.025058,Midwest,IN,"Lake County, IN",18089
2021-05-05,81.63486303,South,FL,"Miami-Dade County, FL",12086
2021-05-05,14.8001372,Northeast,MA,"Middlesex County, MA",25017
2021-05-05,12.28039173,West,CA,"Monterey County, CA",6053
2021-05-05,130.6608018,Northeast,MA,"Nantucket County, MA",25019
2021-05-05,42.42386985,Northeast,NY,"Nassau County, NY",36059
2021-05-05,64.74035483,South,FL,"Palm Beach County, FL",12099
2021-05-05,249.5592475,West,MT,"Park County, MT",30067
2021-05-05,28.15499118,West,CA,"Placer County, CA",6061
2021-05-05,55.46743817,South,TN,"Shelby County, TN",47157
2021-05-05,85.2655823,US Territories,VI,"St. Croix Island, VI",78010
2021-05-05,2.103154892,US Territories,VI,"St. John Island, VI",78020
2021-05-05,59.30440951,US Territories,VI,"St. Thomas Island, VI",78030
2021-05-05,114.4407491,South,VA,"Stafford County, VA",51179
2021-05-05,96.56926788,Northeast,MA,"Suffolk County, MA",25025
2021-05-05,66.28442422,Northeast,NJ,"Union County, NJ",34039
2021-05-12,59.57691757,West,CO,"Arapahoe County, CO",8005
2021-05-12,25.31924641,Northeast,MA,"Berkshire County, MA",25003
2021-05-12,160.9386851,Northeast,PA,"Dauphin County, PA",42043
2021-05-12,90.40783084,West,NV,"Elko County, NV",32007
2021-05-12,187.1767552,Northeast,PA,"Erie County, PA",42049
2021-05-12,9.006574494,Northeast,MA,"Essex County, MA",25009
2021-05-12,29.17456699,Northeast,CT,"Fairfield County, CT",9001
2021-05-12,53.87041193,Midwest,IN,"Hamilton County, IN",18057
2021-05-12,36.16593284,South,TN,"Hamilton County, TN",47065
2021-05-12,257.48921,Northeast,PA,"Indiana County, PA",42063
2021-05-12,55.37297219,South,KY,"Jefferson County, KY",21111
2021-05-12,136.3708997,Midwest,IN,"Lake County, IN",18089
2021-05-12,81.35635293,South,FL,"Miami-Dade County, FL",12086
2021-05-12,9.232702188,Northeast,MA,"Middlesex County, MA",25017
2021-05-12,4.401330575,West,CA,"Monterey County, CA",6053
2021-05-12,35.37032845,Northeast,PA,"Montgomery County, PA",42091
2021-05-12,47.29329213,Northeast,MA,"Nantucket County, MA",25019
2021-05-12,101.8840848,West,MT,"Park County, MT",30067
2021-05-12,33.31898616,West,CA,"Placer County, CA",6061
2021-05-12,33.24500213,South,TN,"Shelby County, TN",47157
2021-05-12,21.21071134,US Territories,VI,"St. Croix Island, VI",78010
2021-05-12,1.05851932,US Territories,VI,"St. John Island, VI",78020
2021-05-12,78.72600842,US Territories,VI,"St. Thomas Island, VI",78030
2021-05-12,53.86585214,South,VA,"Stafford County, VA",51179
2021-05-12,66.28177471,Northeast,MA,"Suffolk County, MA",25025
2021-05-19,72.19073193,West,CO,"Arapahoe County, CO",8005
2021-05-19,35.27652669,Northeast,MA,"Berkshire County, MA",25003
2021-05-19,110.7987909,Northeast,PA,"Dauphin County, PA",42043
2021-05-19,295.8477864,West,NV,"Elko County, NV",32007
2021-05-19,142.0109092,Northeast,PA,"Erie County, PA",42049
2021-05-19,9.375743,Northeast,MA,"Essex County, MA",25009
2021-05-19,22.87959232,Northeast,CT,"Fairfield County, CT",9001
2021-05-19,26.68136533,Midwest,IN,"Hamilton County, IN",18057
2021-05-19,54.32199978,South,TN,"Hamilton County, TN",47065
2021-05-19,163.2907586,Northeast,PA,"Indiana County, PA",42063
2021-05-19,51.92119267,South,KY,"Jefferson County, KY",21111
2021-05-19,121.5956739,Midwest,IN,"Lake County, IN",18089
2021-05-19,66.63953459,South,FL,"Miami-Dade County, FL",12086
2021-05-19,7.579768952,Northeast,MA,"Middlesex County, MA",25017
2021-05-19,1.22043177,West,CA,"Monterey County, CA",6053
2021-05-19,45.04637169,Northeast,MA,"Nantucket County, MA",25019
2021-05-19,15.75772533,Northeast,NY,"Nassau County, NY",36059
2021-05-19,59.59325013,South,FL,"Palm Beach County, FL",12099
2021-05-19,133.6588709,West,MT,"Park County, MT",30067
2021-05-19,19.80419299,West,CA,"Placer County, CA",6061
2021-05-19,23.23525484,South,TN,"Shelby County, TN",47157
2021-05-19,1.888699933,US Territories,VI,"St. Croix Island, VI",78010
2021-05-19,126.2435636,US Territories,VI,"St. Thomas Island, VI",78030
2021-05-19,48.79690928,South,VA,"Stafford County, VA",51179
2021-05-19,52.74510041,Northeast,MA,"Suffolk County, MA",25025
2021-05-19,122.9469105,West,MT,"Teton County, MT",30099
2021-05-19,27.95040777,Northeast,NJ,"Union County, NJ",34039
2021-05-26,15.92687245,Northeast,MA,"Berkshire County, MA",25003
2021-05-26,74.22790931,Northeast,PA,"Dauphin County, PA",42043
2021-05-26,359.2942745,West,NV,"Elko County, NV",32007
2021-05-26,84.74492295,Northeast,PA,"Erie County, PA",42049
2021-05-26,1.999832884,Northeast,MA,"Essex County, MA",25009
2021-05-26,16.58139908,Northeast,CT,"Fairfield County, CT",9001
2021-05-26,21.58251023,Midwest,IN,"Hamilton County, IN",18057
2021-05-26,53.35020483,South,TN,"Hamilton County, TN",47065
2021-05-26,10.47684783,Northeast,MA,"Hampshire County, MA",25015
2021-05-26,57.24174074,Northeast,PA,"Indiana County, PA",42063
2021-05-26,30.2655961,South,KY,"Jefferson County, KY",21111
2021-05-26,48.20609307,South,FL,"Miami-Dade County, FL",12086
2021-05-26,5.524554034,Northeast,MA,"Middlesex County, MA",25017
2021-05-26,2.01912231,West,CA,"Monterey County, CA",6053
2021-05-26,9.476935562,Northeast,PA,"Montgomery County, PA",42091
2021-05-26,12.02317454,Northeast,MA,"Nantucket County, MA",25019
2021-05-26,66.98407731,West,MT,"Park County, MT",30067
2021-05-26,31.71524648,West,CA,"Placer County, CA",6061
2021-05-26,8.091311679,South,TN,"Shelby County, TN",47157
2021-05-26,34.53856548,South,VA,"Stafford County, VA",51179
2021-05-26,36.29813755,Northeast,MA,"Suffolk County, MA",25025
2021-06-02,52.86715147,West,CO,"Arapahoe County, CO",8005
2021-06-02,17.9632901,Northeast,MA,"Berkshire County, MA",25003
2021-06-02,52.06712253,Northeast,PA,"Dauphin County, PA",42043
2021-06-02,117.3431691,West,NV,"Elko County, NV",32007
2021-06-02,67.20952095,Northeast,PA,"Erie County, PA",42049
2021-06-02,6.56395854,Northeast,MA,"Essex County, MA",25009
2021-06-02,16.71730804,Northeast,CT,"Fairfield County, CT",9001
2021-06-02,21.44430842,Midwest,IN,"Hamilton County, IN",18057
